Date,S&P 500,Gold,Oil,NASDAQ
2019-04-18,64.0,1271.9000244140625,2905.030029296875,7998.06005859375
2019-04-22,65.69999694824219,1273.5,2907.969970703125,8015.27001953125
2019-04-23,66.30000305175781,1269.300048828125,2933.679931640625,8120.81982421875
2019-04-24,65.88999938964844,1275.5,2927.25,8102.009765625
2019-04-25,65.20999908447266,1275.800048828125,2926.169921875,8118.68017578125
2019-04-26,63.29999923706055,1284.9000244140625,2939.8798828125,8146.39990234375
2019-04-29,63.5,1278.5999755859375,2943.030029296875,8161.85009765625
2019-04-30,63.90999984741211,1282.800048828125,2945.830078125,8095.39013671875
2019-05-01,63.599998474121094,1281.4000244140625,2923.72998046875,8049.64013671875
2019-05-02,61.810001373291016,1269.699951171875,2917.52001953125,8036.77001953125
2019-05-03,61.939998626708984,1279.199951171875,2945.639892578125,8164.0
2019-05-06,62.25,1281.699951171875,2932.469970703125,8123.2900390625
2019-05-07,61.400001525878906,1283.5,2884.050048828125,7963.759765625
2019-05-08,62.119998931884766,1279.4000244140625,2879.419921875,7943.31982421875
2019-05-09,61.70000076293945,1283.5,2870.719970703125,7910.58984375
2019-05-10,61.65999984741211,1285.699951171875,2881.39990234375,7916.93994140625
2019-05-13,61.040000915527344,1300.0999755859375,2811.8701171875,7647.02001953125
2019-05-14,61.779998779296875,1294.699951171875,2834.409912109375,7734.490234375
2019-05-15,62.02000045776367,1296.300048828125,2850.9599609375,7822.14990234375
2019-05-16,62.869998931884766,1285.0,2876.320068359375,7898.0498046875
2019-05-17,62.7599983215332,1274.5,2859.530029296875,7816.27978515625
2019-05-20,63.099998474121094,1276.0999755859375,2840.22998046875,7702.3798828125
2019-05-21,62.9900016784668,1272.0,2864.360107421875,7785.72021484375
2019-05-22,61.41999816894531,1273.5999755859375,2856.27001953125,7750.83984375
2019-05-23,57.90999984741211,1284.800048828125,2822.239990234375,7628.27978515625
2019-05-24,58.630001068115234,1283.0,2826.06005859375,7637.009765625
2019-05-28,59.13999938964844,1276.5,2802.389892578125,7607.35009765625
2019-05-29,58.810001373291016,1280.5999755859375,2783.02001953125,7547.31005859375
2019-05-30,56.59000015258789,1287.0999755859375,2788.860107421875,7567.72021484375
2019-05-31,53.5,1305.800048828125,2752.06005859375,7453.14990234375
2019-06-03,53.25,1322.699951171875,2744.449951171875,7333.02001953125
2019-06-04,53.47999954223633,1323.4000244140625,2803.27001953125,7527.1201171875
2019-06-05,51.68000030517578,1328.300048828125,2826.14990234375,7575.47998046875
2019-06-06,52.59000015258789,1337.5999755859375,2843.489990234375,7615.5498046875
2019-06-07,53.9900016784668,1341.199951171875,2873.340087890625,7742.10009765625
2019-06-10,53.2599983215332,1324.699951171875,2886.72998046875,7823.169921875
2019-06-11,53.27000045776367,1326.4000244140625,2885.719970703125,7822.56982421875
2019-06-12,51.13999938964844,1331.9000244140625,2879.840087890625,7792.72021484375
2019-06-13,52.279998779296875,1339.199951171875,2891.639892578125,7837.1298828125
2019-06-14,52.5099983215332,1340.0999755859375,2886.97998046875,7796.66015625
2019-06-17,51.93000030517578,1338.699951171875,2889.669921875,7845.02001953125
2019-06-18,53.900001525878906,1346.5999755859375,2917.75,7953.8798828125
2019-06-19,53.7599983215332,1344.5999755859375,2926.4599609375,7987.31982421875
2019-06-20,56.650001525878906,1392.9000244140625,2954.179931640625,8051.33984375
2019-06-21,57.43000030517578,1396.199951171875,2950.4599609375,8031.7099609375
2019-06-24,57.900001525878906,1414.300048828125,2945.35009765625,8005.7001953125
2019-06-25,57.83000183105469,1414.9000244140625,2917.3798828125,7884.72021484375
2019-06-26,59.380001068115234,1411.5999755859375,2913.780029296875,7909.97021484375
2019-06-27,59.43000030517578,1408.4000244140625,2924.919921875,7967.759765625
2019-06-28,58.470001220703125,1409.699951171875,2941.760009765625,8006.240234375
2019-07-01,59.09000015258789,1385.5999755859375,2964.330078125,8091.16015625
2019-07-02,56.25,1404.5999755859375,2973.010009765625,8109.08984375
2019-07-03,57.34000015258789,1417.699951171875,2995.820068359375,8170.22998046875
2019-07-05,57.5099983215332,1396.699951171875,2990.409912109375,8161.7900390625
2019-07-08,57.65999984741211,1397.0,2975.949951171875,8098.3798828125
2019-07-09,57.83000183105469,1397.5,2979.6298828125,8141.72998046875
2019-07-10,60.43000030517578,1410.0999755859375,2993.070068359375,8202.5302734375
2019-07-11,60.20000076293945,1404.300048828125,2999.909912109375,8196.0400390625
2019-07-12,60.209999084472656,1409.9000244140625,3013.77001953125,8244.1396484375
2019-07-15,59.58000183105469,1411.4000244140625,3014.300048828125,8258.1904296875
2019-07-16,57.619998931884766,1409.199951171875,3004.0400390625,8222.7998046875
2019-07-17,56.779998779296875,1421.300048828125,2984.419921875,8185.2099609375
2019-07-18,55.29999923706055,1426.0999755859375,2995.110107421875,8207.240234375
2019-07-19,55.630001068115234,1425.0999755859375,2976.610107421875,8146.490234375
2019-07-22,56.220001220703125,1425.300048828125,2985.030029296875,8204.1396484375
2019-07-23,56.77000045776367,1420.0999755859375,3005.469970703125,8251.400390625
2019-07-24,55.880001068115234,1422.800048828125,3019.56005859375,8321.5
2019-07-25,56.02000045776367,1413.9000244140625,3003.669921875,8238.5400390625
2019-07-26,56.20000076293945,1418.5,3025.860107421875,8330.2099609375
2019-07-29,56.869998931884766,1419.5999755859375,3020.969970703125,8293.330078125
2019-07-30,58.04999923706055,1429.699951171875,3013.179931640625,8273.6103515625
2019-07-31,58.58000183105469,1426.0999755859375,2980.3798828125,8175.419921875
2019-08-01,53.95000076293945,1420.9000244140625,2953.56005859375,8111.1201171875
2019-08-02,55.65999984741211,1445.5999755859375,2932.050048828125,8004.06982421875
2019-08-05,54.689998626708984,1464.5999755859375,2844.739990234375,7726.0400390625
2019-08-06,53.630001068115234,1472.4000244140625,2881.77001953125,7833.27001953125
2019-08-07,51.09000015258789,1507.300048828125,2883.97998046875,7862.830078125
2019-08-08,52.540000915527344,1497.699951171875,2938.090087890625,8039.16015625
2019-08-09,54.5,1496.5999755859375,2918.64990234375,7959.14013671875
2019-08-12,54.93000030517578,1505.300048828125,2882.699951171875,7863.41015625
2019-08-13,57.099998474121094,1502.199951171875,2926.320068359375,8016.35986328125
2019-08-14,55.22999954223633,1515.9000244140625,2840.60009765625,7773.93994140625
2019-08-15,54.470001220703125,1519.5999755859375,2847.60009765625,7766.6201171875
2019-08-16,54.869998931884766,1512.5,2888.679931640625,7895.990234375
2019-08-19,56.209999084472656,1500.4000244140625,2923.64990234375,8002.81005859375
2019-08-20,56.34000015258789,1504.5999755859375,2900.510009765625,7948.56005859375
2019-08-21,55.68000030517578,1504.5999755859375,2924.429931640625,8020.2099609375
2019-08-22,55.349998474121094,1497.300048828125,2922.949951171875,7991.39013671875
2019-08-23,54.16999816894531,1526.5999755859375,2847.110107421875,7751.77001953125
2019-08-26,53.63999938964844,1526.300048828125,2878.3798828125,7853.740234375
2019-08-27,54.93000030517578,1541.0,2869.159912109375,7826.9501953125
2019-08-28,55.779998779296875,1537.800048828125,2887.93994140625,7856.8798828125
2019-08-29,56.709999084472656,1526.5,2924.580078125,7973.39013671875
2019-08-30,55.099998474121094,1519.0999755859375,2926.4599609375,7962.8798828125
2019-09-03,53.939998626708984,1545.9000244140625,2906.27001953125,7874.16015625
2019-09-04,56.2599983215332,1550.300048828125,2937.780029296875,7976.8798828125
2019-09-05,56.29999923706055,1515.4000244140625,2976.0,8116.830078125
2019-09-06,56.52000045776367,1506.199951171875,2978.7099609375,8103.06982421875
2019-09-09,57.849998474121094,1502.199951171875,2978.429931640625,8087.43994140625
2019-09-10,57.400001525878906,1490.300048828125,2979.389892578125,8084.16015625
2019-09-11,55.75,1494.4000244140625,3000.929931640625,8169.68017578125
2019-09-12,55.09000015258789,1498.699951171875,3009.570068359375,8194.4697265625
2019-09-13,54.849998474121094,1490.9000244140625,3007.389892578125,8176.7099609375
2019-09-16,62.900001525878906,1503.0999755859375,2997.9599609375,8153.5400390625
2019-09-17,59.34000015258789,1505.0999755859375,3005.699951171875,8186.02001953125
2019-09-18,58.11000061035156,1507.5,3006.72998046875,8177.39013671875
2019-09-19,58.130001068115234,1498.4000244140625,3006.7900390625,8182.8798828125
2019-09-20,58.09000015258789,1507.300048828125,2992.070068359375,8117.669921875
2019-09-23,58.63999938964844,1523.699951171875,2991.780029296875,8112.4599609375
2019-09-24,57.290000915527344,1532.0999755859375,2966.60009765625,7993.6298828125
2019-09-25,56.4900016784668,1504.5999755859375,2984.8701171875,8077.3798828125
2019-09-26,56.40999984741211,1507.5,2977.6201171875,8030.66015625
2019-09-27,55.90999984741211,1499.0999755859375,2961.7900390625,7939.6298828125
2019-09-30,54.06999969482422,1465.699951171875,2976.739990234375,7999.33984375
2019-10-01,53.619998931884766,1482.0,2940.25,7908.68017578125
2019-10-02,52.63999938964844,1501.0,2887.610107421875,7785.25
2019-10-03,52.45000076293945,1507.0999755859375,2910.6298828125,7872.259765625
2019-10-04,52.810001373291016,1506.199951171875,2952.010009765625,7982.47021484375
2019-10-07,52.75,1497.699951171875,2938.7900390625,7956.2900390625
2019-10-08,52.630001068115234,1497.199951171875,2893.06005859375,7823.77978515625
2019-10-09,52.59000015258789,1506.0999755859375,2919.39990234375,7903.740234375
2019-10-10,53.54999923706055,1494.800048828125,2938.1298828125,7950.77978515625
2019-10-11,54.70000076293945,1482.699951171875,2970.27001953125,8057.0400390625
2019-10-14,53.59000015258789,1491.699951171875,2966.14990234375,8048.64990234375
2019-10-15,52.810001373291016,1477.5999755859375,2995.679931640625,8148.7099609375
2019-10-16,53.36000061035156,1488.0,2989.68994140625,8124.18017578125
2019-10-17,53.93000030517578,1492.300048828125,2997.949951171875,8156.85009765625
2019-10-18,53.779998779296875,1488.199951171875,2986.199951171875,8089.5400390625
2019-10-21,53.310001373291016,1482.4000244140625,3006.719970703125,8162.990234375
2019-10-22,54.15999984741211,1481.699951171875,2995.989990234375,8104.2998046875
2019-10-23,55.970001220703125,1489.9000244140625,3004.52001953125,8119.7900390625
2019-10-24,56.22999954223633,1498.9000244140625,3010.2900390625,8185.7998046875
2019-10-25,56.65999984741211,1499.5,3022.550048828125,8243.1201171875
2019-10-28,55.810001373291016,1490.0,3039.419921875,8325.990234375
2019-10-29,55.540000915527344,1487.0,3036.889892578125,8276.849609375
2019-10-30,55.060001373291016,1493.199951171875,3046.77001953125,8303.98046875
2019-10-31,54.18000030517578,1511.4000244140625,3037.56005859375,8292.3603515625
2019-11-01,56.20000076293945,1508.0,3066.909912109375,8386.400390625
2019-11-04,56.540000915527344,1508.0,3078.27001953125,8433.2001953125
2019-11-05,57.22999954223633,1480.800048828125,3074.6201171875,8434.6796875
2019-11-06,56.349998474121094,1490.199951171875,3076.780029296875,8410.6298828125
2019-11-07,57.150001525878906,1464.199951171875,3085.179931640625,8434.51953125
2019-11-08,57.2400016784668,1461.300048828125,3093.080078125,8475.3095703125
2019-11-11,56.86000061035156,1455.5,3087.010009765625,8464.2802734375
2019-11-12,56.79999923706055,1452.0999755859375,3091.840087890625,8486.08984375
2019-11-13,57.119998931884766,1461.699951171875,3094.0400390625,8482.099609375
2019-11-14,56.77000045776367,1471.800048828125,3096.6298828125,8479.01953125
2019-11-15,57.720001220703125,1467.300048828125,3120.4599609375,8540.830078125
2019-11-18,57.04999923706055,1470.9000244140625,3122.030029296875,8549.9404296875
2019-11-19,55.209999084472656,1473.300048828125,3120.179931640625,8570.66015625
2019-11-20,57.11000061035156,1473.300048828125,3108.4599609375,8526.73046875
2019-11-21,58.58000183105469,1463.0999755859375,3103.5400390625,8506.2099609375
2019-11-22,57.77000045776367,1463.0999755859375,3110.2900390625,8519.8798828125
2019-11-25,58.0099983215332,1456.5999755859375,3133.639892578125,8632.490234375
2019-11-26,58.40999984741211,1459.800048828125,3140.52001953125,8647.9296875
2019-11-27,58.11000061035156,1453.4000244140625,3153.6298828125,8705.1796875
2019-11-29,55.16999816894531,1465.5999755859375,3140.97998046875,8665.4697265625
2019-12-02,55.959999084472656,1462.300048828125,3113.8701171875,8567.990234375
2019-12-03,56.099998474121094,1478.199951171875,3093.199951171875,8520.6396484375
2019-12-04,58.43000030517578,1474.0,3112.760009765625,8566.669921875
2019-12-05,58.43000030517578,1476.9000244140625,3117.429931640625,8570.7001953125
2019-12-06,59.20000076293945,1459.0999755859375,3145.909912109375,8656.5302734375
2019-12-09,59.02000045776367,1459.300048828125,3135.9599609375,8621.830078125
2019-12-10,59.2400016784668,1462.5999755859375,3132.52001953125,8616.1796875
2019-12-11,58.7599983215332,1469.4000244140625,3141.6298828125,8654.0498046875
2019-12-12,59.18000030517578,1466.699951171875,3168.570068359375,8717.3203125
2019-12-13,60.06999969482422,1475.5999755859375,3168.800048828125,8734.8798828125
2019-12-16,60.209999084472656,1475.0,3191.449951171875,8814.23046875
2019-12-17,60.939998626708984,1474.5999755859375,3192.52001953125,8823.3603515625
2019-12-18,60.93000030517578,1472.5999755859375,3191.139892578125,8827.740234375
2019-12-19,61.220001220703125,1478.199951171875,3205.3701171875,8887.2197265625
2019-12-20,60.439998626708984,1474.699951171875,3221.219970703125,8924.9599609375
2019-12-23,60.52000045776367,1482.5,3224.010009765625,8945.650390625
2019-12-24,61.11000061035156,1499.0999755859375,3223.3798828125,8952.8798828125
2019-12-26,61.68000030517578,1509.300048828125,3239.909912109375,9022.3896484375
2019-12-27,61.720001220703125,1513.800048828125,3240.02001953125,9006.6201171875
2019-12-30,61.68000030517578,1514.5,3221.2900390625,8945.990234375
2019-12-31,61.060001373291016,1519.5,3230.780029296875,8972.599609375
2020-01-02,61.18000030517578,1524.5,3257.85009765625,9092.1904296875
2020-01-03,63.04999923706055,1549.199951171875,3234.85009765625,9020.76953125
2020-01-06,63.27000045776367,1566.199951171875,3246.280029296875,9071.4697265625
2020-01-07,62.70000076293945,1571.800048828125,3237.179931640625,9068.580078125
2020-01-08,59.61000061035156,1557.4000244140625,3253.050048828125,9129.240234375
2020-01-09,59.560001373291016,1551.699951171875,3274.699951171875,9203.4296875
2020-01-10,59.040000915527344,1557.5,3265.35009765625,9178.8603515625
2020-01-13,58.08000183105469,1548.4000244140625,3288.1298828125,9273.9296875
2020-01-14,58.22999954223633,1542.4000244140625,3283.14990234375,9251.330078125
2020-01-15,57.810001373291016,1552.0999755859375,3289.2900390625,9258.7001953125
2020-01-16,58.52000045776367,1549.0,3316.81005859375,9357.1298828125
2020-01-17,58.540000915527344,1558.800048828125,3329.6201171875,9388.9404296875
2020-01-21,58.34000015258789,1556.4000244140625,3320.7900390625,9370.8095703125
2020-01-22,56.7400016784668,1555.300048828125,3321.75,9383.76953125
2020-01-23,55.59000015258789,1564.5999755859375,3325.5400390625,9402.48046875
2020-01-24,54.189998626708984,1571.0999755859375,3295.469970703125,9314.91015625
2020-01-27,53.13999938964844,1576.800048828125,3243.6298828125,9139.3095703125
2020-01-28,53.47999954223633,1569.199951171875,3276.239990234375,9269.6796875
2020-01-29,53.33000183105469,1569.800048828125,3273.39990234375,9275.16015625
2020-01-30,52.13999938964844,1583.5,3283.659912109375,9298.9296875
2020-01-31,51.560001373291016,1582.9000244140625,3225.52001953125,9150.9404296875
2020-02-03,50.11000061035156,1577.199951171875,3248.919921875,9273.400390625
2020-02-04,49.61000061035156,1550.4000244140625,3297.590087890625,9467.9697265625
2020-02-05,50.75,1557.800048828125,3334.68994140625,9508.6796875
2020-02-06,50.95000076293945,1565.0999755859375,3345.780029296875,9572.150390625
2020-02-07,50.31999969482422,1568.5999755859375,3327.7099609375,9520.509765625
2020-02-10,49.56999969482422,1574.699951171875,3352.090087890625,9628.3896484375
2020-02-11,49.939998626708984,1565.5999755859375,3357.75,9638.9404296875
2020-02-12,51.16999816894531,1567.4000244140625,3379.449951171875,9725.9599609375
2020-02-13,51.41999816894531,1575.0999755859375,3373.93994140625,9711.9697265625
2020-02-14,52.04999923706055,1582.699951171875,3380.159912109375,9731.1796875
2020-02-18,52.04999923706055,1600.0,3370.2900390625,9732.740234375
2020-02-19,53.290000915527344,1607.5,3386.14990234375,9817.1796875
2020-02-20,53.779998779296875,1616.5999755859375,3373.22998046875,9750.9697265625
2020-02-21,53.380001068115234,1644.5999755859375,3337.75,9576.58984375
2020-02-24,51.43000030517578,1672.4000244140625,3225.889892578125,9221.2802734375
2020-02-25,49.900001525878906,1646.9000244140625,3128.2099609375,8965.6103515625
2020-02-26,48.72999954223633,1640.0,3116.389892578125,8980.7802734375
2020-02-27,47.09000015258789,1640.0,2978.760009765625,8566.48046875
2020-02-28,44.7599983215332,1564.0999755859375,2954.219970703125,8567.3701171875
2020-03-02,46.75,1592.300048828125,3090.22998046875,8952.169921875
2020-03-03,47.18000030517578,1642.0999755859375,3003.3701171875,8684.08984375
2020-03-04,46.779998779296875,1641.0999755859375,3130.1201171875,9018.08984375
2020-03-05,45.900001525878906,1666.4000244140625,3023.93994140625,8738.58984375
2020-03-06,41.279998779296875,1670.800048828125,2972.3701171875,8575.6201171875
2020-03-09,31.1299991607666,1674.5,2746.56005859375,7950.68017578125
2020-03-10,34.36000061035156,1659.0999755859375,2882.22998046875,8344.25
2020-03-11,32.97999954223633,1641.4000244140625,2741.3798828125,7952.0498046875
2020-03-12,31.5,1589.300048828125,2480.639892578125,7201.7998046875
2020-03-13,31.729999542236328,1515.699951171875,2711.02001953125,7874.8798828125
2020-03-16,28.700000762939453,1485.9000244140625,2386.1298828125,6904.58984375
2020-03-17,26.950000762939453,1524.9000244140625,2529.18994140625,7334.77978515625
2020-03-18,20.3700008392334,1477.300048828125,2398.10009765625,6989.83984375
2020-03-19,25.219999313354492,1478.5999755859375,2409.389892578125,7150.580078125
2020-03-20,22.43000030517578,1484.0,2304.919921875,6879.52001953125
2020-03-23,23.360000610351562,1567.0,2237.39990234375,6860.669921875
2020-03-24,24.010000228881836,1660.199951171875,2447.330078125,7417.85986328125
2020-03-25,24.489999771118164,1632.300048828125,2475.56005859375,7384.2998046875
2020-03-26,22.600000381469727,1650.0999755859375,2630.070068359375,7797.5400390625
2020-03-27,21.510000228881836,1623.9000244140625,2541.469970703125,7502.3798828125
2020-03-30,20.09000015258789,1622.0,2626.64990234375,7774.14990234375
2020-03-31,20.479999542236328,1583.4000244140625,2584.590087890625,7700.10009765625
2020-04-01,20.309999465942383,1578.199951171875,2470.5,7360.580078125
2020-04-02,25.31999969482422,1625.699951171875,2526.89990234375,7487.31005859375
2020-04-03,28.34000015258789,1633.699951171875,2488.64990234375,7373.080078125
2020-04-06,26.079999923706055,1677.0,2663.679931640625,7913.240234375
2020-04-07,23.6299991607666,1664.800048828125,2659.409912109375,7887.259765625
2020-04-08,25.09000015258789,1665.4000244140625,2749.97998046875,8090.89990234375
2020-04-09,22.760000228881836,1736.199951171875,2789.820068359375,8153.580078125
2020-04-13,22.40999984741211,1744.800048828125,2761.6298828125,8192.419921875
2020-04-14,20.110000610351562,1756.699951171875,2846.06005859375,8515.740234375
2020-04-15,19.8700008392334,1727.199951171875,2783.360107421875,8393.1796875
2020-04-16,19.8700008392334,1720.4000244140625,2799.550048828125,8532.3603515625
2020-04-17,18.270000457763672,1689.199951171875,2874.56005859375,8650.1396484375
2020-04-20,-37.630001068115234,1701.5999755859375,2823.159912109375,8560.73046875
2020-04-21,10.010000228881836,1678.199951171875,2736.56005859375,8263.23046875
2020-04-22,13.779999732971191,1728.699951171875,2799.31005859375,8495.3798828125
2020-04-23,16.5,1733.300048828125,2797.800048828125,8494.75
2020-04-24,16.940000534057617,1723.5,2836.739990234375,8634.51953125
2020-04-27,12.779999732971191,1711.9000244140625,2878.47998046875,8730.16015625
2020-04-28,12.34000015258789,1710.5,2863.389892578125,8607.73046875
2020-04-29,15.0600004196167,1703.4000244140625,2939.510009765625,8914.7099609375
2020-04-30,18.84000015258789,1684.199951171875,2912.429931640625,8889.5498046875
2020-05-01,19.780000686645508,1694.5,2830.7099609375,8604.9501953125
2020-05-04,20.389999389648438,1706.9000244140625,2842.739990234375,8710.7099609375
2020-05-05,24.559999465942383,1704.4000244140625,2868.43994140625,8809.1201171875
2020-05-06,23.989999771118164,1684.199951171875,2848.419921875,8854.3896484375
2020-05-07,23.549999237060547,1721.800048828125,2881.18994140625,8979.66015625
2020-05-08,24.739999771118164,1709.9000244140625,2929.800048828125,9121.3203125
2020-05-11,24.139999389648438,1695.300048828125,2930.18994140625,9192.33984375
2020-05-12,25.780000686645508,1704.4000244140625,2870.1201171875,9002.5498046875
2020-05-13,25.290000915527344,1713.9000244140625,2820.0,8863.169921875
2020-05-14,27.559999465942383,1738.0999755859375,2852.5,8943.7197265625
2020-05-15,29.43000030517578,1753.4000244140625,2863.699951171875,9014.5595703125
2020-05-18,31.81999969482422,1731.800048828125,2953.909912109375,9234.830078125
2020-05-19,32.5,1744.199951171875,2922.93994140625,9185.099609375
2020-05-20,33.4900016784668,1750.5999755859375,2971.610107421875,9375.7802734375
2020-05-21,33.91999816894531,1720.5,2948.510009765625,9284.8798828125
2020-05-22,33.25,1734.5999755859375,2955.449951171875,9324.58984375
2020-05-26,34.349998474121094,1704.800048828125,2991.77001953125,9340.2197265625
2020-05-27,32.810001373291016,1710.300048828125,3036.1298828125,9412.3603515625
2020-05-28,33.709999084472656,1713.300048828125,3029.72998046875,9368.990234375
2020-05-29,35.4900016784668,1736.9000244140625,3044.31005859375,9489.8701171875
2020-06-01,35.439998626708984,1737.800048828125,3055.72998046875,9552.0498046875
2020-06-02,36.810001373291016,1725.199951171875,3080.820068359375,9608.3798828125
2020-06-03,37.290000915527344,1697.800048828125,3122.8701171875,9682.91015625
2020-06-04,37.40999984741211,1718.9000244140625,3112.35009765625,9615.8095703125
2020-06-05,39.54999923706055,1676.199951171875,3193.929931640625,9814.080078125
2020-06-08,38.189998626708984,1698.300048828125,3232.389892578125,9924.75
2020-06-09,38.939998626708984,1714.699951171875,3207.179931640625,9953.75
2020-06-10,39.599998474121094,1713.300048828125,3190.139892578125,10020.349609375
2020-06-11,36.34000015258789,1732.0,3002.10009765625,9492.73046875
2020-06-12,36.2599983215332,1729.300048828125,3041.31005859375,9588.8095703125
